Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Satisfaction_Score,Payment_Delay,Contract_Length,Total_Spending,Days_Since_Last_Activity,Churn_Status
54.0,1,0,2,1548.0,20,21,9,1,5.0,3,2,30960,70,0
43.0,0,0,0,1137.0,4,39,1,2,3.0,0,1,4548,24,0
53.0,0,6,2,2308.0,6,54,8,2,4.0,23,0,13848,89,1
53.0,0,6,2,2425.0,21,24,9,0,4.0,6,1,50925,35,0
45.0,1,5,0,1131.0,14,10,5,2,2.0,24,2,15834,77,1
23.0,1,0,2,2340.0,44,45,3,1,3.0,19,0,102960,82,1
60.0,0,0,2,1695.0,57,50,0,2,3.0,6,2,96615,70,0
32.0,0,1,1,3671.0,18,75,3,2,5.0,9,1,66078,26,0
61.0,0,3,1,3895.0,56,14,8,2,5.0,25,2,218120,21,0
35.0,0,0,1,4753.0,5,37,7,1,1.0,18,0,23765,89,1
38.0,0,4,1,5492.0,12,41,0,0,2.0,20,2,65904,68,1
59.0,1,3,0,826.0,57,33,0,0,5.0,28,2,47082,28,0
60.0,0,3,0,922.0,41,49,0,1,2.0,5,0,37802,70,1
51.0,0,4,2,2341.0,1,5,1,0,1.0,1,0,2341,74,1
51.0,1,6,2,1934.0,16,39,5,2,4.0,23,1,30944,40,0
55.0,1,1,1,3570.0,60,10,2,2,3.0,30,1,214200,49,0
49.0,0,0,0,776.0,7,20,9,1,4.0,13,0,5432,86,1
32.0,1,6,1,5791.0,56,79,5,2,4.0,27,2,324296,14,0
44.0,1,0,2,2179.0,41,58,9,0,1.0,30,1,89339,66,1
42.0,1,0,1,4277.0,56,3,7,2,4.0,0,0,239512,42,0
52.0,1,1,0,1178.0,6,52,6,2,1.0,26,0,7068,50,1
60.0,0,2,1,5756.0,19,51,10,2,4.0,9,2,109364,8,0
41.0,0,2,1,3475.0,60,41,3,0,5.0,20,1,208500,72,0
26.0,0,1,1,4967.0,47,42,3,0,4.0,1,2,233449,7,0
33.0,1,4,1,5924.0,3,3,10,1,2.0,10,0,17772,40,1
55.0,1,1,0,719.0,33,1,6,2,5.0,27,0,23727,48,1
60.0,0,4,2,1759.0,37,70,5,0,3.0,8,0,65083,12,0
28.0,1,2,2,2539.0,46,1,6,2,5.0,20,2,116794,30,0
30.0,0,5,2,2783.0,34,28,5,0,2.0,30,0,94622,59,1
44.0,1,4,1,4560.0,5,3,0,1,4.0,24,1,22800,20,0
51.0,0,4,0,881.0,26,5,2,0,5.0,27,2,22906,9,0
55.0,1,1,2,2145.0,50,60,8,0,3.0,1,0,107250,47,0
42.0,1,1,2,2284.0,44,3,9,1,5.0,27,0,86064,90,1
50.0,0,7,2,2045.0,21,41,2,0,2.0,25,1,42945,75,1
40.0,1,0,0,1395.0,48,22,0,0,5.0,11,2,66960,11,0
47.0,0,1,1,3930.0,15,33,3,2,5.0,15,2,58950,34,0
19.0,1,1,1,3935.0,35,28,6,0,1.0,19,0,137725,1,1
25.0,1,4,1,3854.0,55,63,2,1,4.0,25,0,211970,25,0
64.0,1,3,1,5190.0,38,63,4,0,3.0,24,1,197220,53,0
63.0,1,5,1,5019.0,52,76,0,0,1.0,2,0,260988,77,1
32.0,0,0,1,4138.0,18,6,10,2,3.0,22,1,74484,59,1
44.0,1,5,2,2387.0,34,46,5,2,4.0,20,0,81158,72,1
52.0,1,1,2,2095.0,19,25,7,2,2.0,5,1,39805,87,1
39.0,0,7,2,1582.0,48,51,2,0,2.0,18,0,75936,73,1
45.0,0,4,1,5220.0,20,71,8,2,3.0,27,1,104400,19,0
64.0,1,4,1,3397.0,52,38,4,0,5.0,3,0,176644,40,0
34.0,0,7,2,1764.0,30,64,0,1,4.0,24,1,52920,14,0
28.0,0,7,0,1238.0,53,59,8,1,4.0,26,0,65614,68,1
45.0,0,5,1,5561.0,8,41,7,2,5.0,29,0,44488,48,1
47.0,1,4,1,4058.0,12,11,1,0,5.0,30,1,48696,21,0
22.0,1,1,2,2799.0,48,67,0,0,5.0,28,1,134352,73,0
26.0,0,0,2,2558.0,4,65,7,1,5.0,22,0,10232,47,1
57.0,0,6,0,937.0,12,76,8,1,3.0,25,2,11244,52,1
46.0,0,3,0,731.0,22,21,2,2,4.0,24,1,16082,29,0
21.0,0,0,1,4478.0,55,28,3,1,4.0,12,0,246290,67,0
39.0,0,1,2,1693.0,44,34,10,0,1.0,0,1,74492,72,1
40.0,0,4,0,761.0,38,25,1,2,1.0,28,0,28918,12,1
23.0,1,4,1,3282.0,26,8,2,2,4.0,9,0,85332,65,0
46.0,0,6,1,5800.0,45,40,2,2,5.0,19,2,261000,56,0
30.0,1,1,0,548.0,38,46,0,2,3.0,19,1,20824,90,0
56.0,0,4,0,1256.0,21,49,9,1,3.0,21,2,26376,9,0
41.0,0,3,0,1316.0,37,41,0,1,5.0,18,0,48692,59,1
56.0,0,6,1,4574.0,55,13,10,2,3.0,10,0,251570,77,1
63.0,1,4,1,3000.0,45,40,2,2,4.0,7,0,135000,72,0
62.0,0,0,1,5492.0,12,33,9,2,4.0,25,2,65904,69,0
25.0,0,0,2,2358.0,25,46,6,1,5.0,14,1,58950,87,1
64.0,0,2,2,2349.0,20,18,1,0,4.0,29,1,46980,33,0
53.0,1,6,2,1984.0,18,19,7,0,4.0,16,2,35712,76,0
32.0,1,3,1,4793.0,41,63,8,2,2.0,1,0,196513,51,1
28.0,0,1,1,4289.0,13,14,1,1,3.0,21,0,55757,73,1
56.0,1,7,0,1270.0,28,70,10,2,5.0,1,1,35560,38,0
20.0,0,1,2,2873.0,16,40,1,0,1.0,8,0,45968,12,0
52.0,0,6,1,4856.0,43,55,9,0,5.0,20,0,208808,62,1
48.0,1,7,1,4431.0,25,38,4,2,3.0,17,2,110775,36,0
52.0,0,5,2,1874.0,45,73,4,1,2.0,29,1,84330,60,1
61.0,0,4,1,4823.0,34,67,2,0,4.0,11,2,163982,79,0
58.0,0,6,0,859.0,23,75,9,1,3.0,24,1,19757,33,1
41.0,0,7,2,2813.0,39,56,4,2,4.0,4,2,109707,56,0
18.0,1,6,2,2058.0,1,20,2,2,5.0,9,1,2058,60,0
35.0,0,0,0,918.0,28,43,10,0,3.0,16,2,25704,38,0
22.0,0,5,2,2429.0,8,48,3,1,4.0,5,1,19432,65,0
48.0,1,0,1,4648.0,4,50,4,1,3.0,2,1,18592,75,1
62.0,0,0,1,4178.0,4,46,5,2,3.0,26,0,16712,51,1
23.0,1,0,1,5172.0,59,15,4,0,2.0,4,1,305148,37,0
59.0,1,2,1,5693.0,60,68,1,0,4.0,8,2,341580,29,0
30.0,1,7,0,930.0,59,17,5,0,4.0,4,2,54870,37,0
58.0,1,7,0,1408.0,49,34,5,1,5.0,26,1,68992,87,1
20.0,0,6,0,853.0,42,32,2,0,2.0,16,0,35826,85,1
42.0,1,1,2,1799.0,44,11,6,0,4.0,18,1,79156,1,0
45.0,0,7,2,1982.0,24,13,1,2,3.0,3,1,47568,51,0
34.0,1,2,1,5151.0,35,24,9,0,3.0,4,0,180285,85,0
25.0,1,1,2,2016.0,28,17,4,1,4.0,21,0,56448,19,0
44.0,0,6,0,1365.0,53,11,5,0,5.0,14,1,72345,12,0
38.0,1,3,2,1894.0,54,5,0,0,4.0,8,2,102276,46,0
29.0,1,4,2,2382.0,6,19,9,2,4.0,11,2,14292,52,1
49.0,0,1,1,3694.0,6,75,0,2,3.0,10,1,22164,64,0
34.0,1,2,2,2473.0,51,51,3,1,5.0,2,2,126123,48,0
26.0,0,0,1,3115.0,8,45,0,1,1.0,16,0,24920,72,1
36.0,0,0,1,4346.0,38,59,4,0,5.0,14,0,165148,61,0
48.0,1,5,2,2219.0,55,22,5,0,3.0,2,1,122045,54,0
27.0,1,5,1,5367.0,42,21,1,1,1.0,23,0,225414,35,1
47.0,1,6,2,2826.0,57,35,2,1,2.0,7,0,161082,26,1
57.0,0,5,0,1041.0,7,7,2,2,1.0,3,1,7287,25,0
54.0,0,0,1,5958.0,1,37,7,0,5.0,27,2,5958,73,1
18.0,1,0,1,3546.0,36,66,7,2,1.0,1,2,127656,46,1
31.0,1,3,1,3413.0,4,75,2,1,3.0,13,1,13652,60,1
30.0,0,1,2,2813.0,45,45,2,0,3.0,5,2,126585,16,0
19.0,0,2,1,4680.0,40,34,9,2,4.0,15,1,187200,60,0
19.0,1,7,0,973.0,2,13,7,2,4.0,1,0,1946,39,1
20.0,0,4,2,2284.0,8,78,7,0,3.0,21,2,21904,53,0
56.0,0,7,0,1412.0,1,30,4,0,5.0,20,2,1412,19,0
36.0,1,6,1,4304.0,57,31,0,0,3.0,9,1,245328,72,0
37.0,1,2,0,1381.0,32,14,1,0,4.0,13,2,44192,53,0
41.0,1,1,0,521.0,15,30,3,2,5.0,26,2,7815,87,0
25.0,0,2,1,4035.0,18,31,1,1,2.0,23,2,72630,75,1
58.0,0,2,1,4464.0,12,26,1,2,1.0,22,0,53568,88,1
25.0,0,1,1,5437.0,41,69,8,2,5.0,27,1,222917,11,0
18.0,1,6,1,3136.0,43,27,1,2,4.0,3,2,134848,82,0
32.0,1,5,2,1640.0,51,49,5,1,4.0,18,2,83640,37,0
34.0,1,2,0,970.0,58,29,0,2,4.0,26,1,56260,89,0
27.0,1,3,0,522.0,47,21,10,2,5.0,4,0,24534,33,0
41.0,0,5,0,1022.0,44,17,3,1,1.0,29,2,44968,73,1
38.0,0,4,2,2478.0,20,12,4,2,2.0,16,1,49560,48,1
56.0,0,2,1,4023.0,28,41,2,0,2.0,13,2,112644,71,0
58.0,1,4,0,709.0,13,13,3,1,2.0,15,2,9217,9,0
26.0,0,1,1,4482.0,38,54,7,1,1.0,3,0,170316,87,1
62.0,1,0,2,2284.0,45,9,7,0,4.0,17,2,74745,3,0
45.0,0,5,0,1439.0,6,21,7,1,1.0,3,1,8634,21,1
60.0,0,1,2,2836.0,35,49,5,1,2.0,20,2,99260,44,1
64.0,1,3,1,3557.0,53,13,4,2,2.0,21,2,188521,81,1
53.0,1,7,0,637.0,14,35,8,1,3.0,14,0,8918,17,0
29.0,1,6,1,3883.0,54,24,10,0,1.0,3,2,209682,60,1
43.0,1,7,1,3118.0,38,28,0,1,4.0,25,1,118484,76,0
44.0,0,7,1,4705.0,54,59,8,1,2.0,4,0,254070,6,1
24.0,1,0,0,1235.0,32,25,0,0,2.0,6,2,39520,57,0
29.0,0,4,0,1219.0,16,43,4,2,4.0,12,0,19504,7,0
53.0,1,5,2,1806.0,47,73,10,2,1.0,22,0,84882,89,1
25.0,1,5,1,4082.0,45,4,7,2,3.0,28,0,183690,29,1
51.0,0,5,1,5459.0,34,77,6,2,4.0,25,2,185606,4,0
43.0,0,5,0,892.0,40,5,7,2,4.0,17,1,35680,75,1
32.0,1,6,0,1039.0,32,22,8,1,1.0,26,1,33248,90,1
61.0,1,6,0,861.0,7,57,9,0,1.0,9,1,6027,45,0
36.0,0,1,2,1960.0,11,53,7,1,4.0,14,1,21560,28,0
28.0,1,4,1,4072.0,43,47,3,1,4.0,24,1,175096,47,0
48.0,0,2,1,3685.0,41,26,0,0,2.0,4,0,151085,84,1
58.0,1,0,2,1747.0,11,54,0,0,2.0,5,2,19217,27,0
51.0,1,2,0,1235.0,15,61,9,0,5.0,13,2,18525,69,0
23.0,1,6,0,1073.0,38,62,1,2,2.0,13,1,40774,13,0
48.0,1,7,0,502.0,30,6,7,0,4.0,12,0,15060,33,0
34.0,0,7,1,5378.0,48,77,1,0,3.0,30,2,258144,28,0
61.0,1,5,0,1180.0,6,16,3,0,3.0,27,1,7080,48,1
43.0,0,5,2,2855.0,57,11,4,0,1.0,17,2,162735,19,0
40.0,0,0,2,2369.0,55,26,5,2,4.0,11,2,130295,29,0
51.0,0,6,0,1118.0,17,43,4,0,2.0,1,1,19006,8,0
30.0,0,7,2,1507.0,42,65,10,2,1.0,26,1,63294,84,1
41.0,1,7,1,4877.0,50,44,8,1,5.0,9,0,243850,36,0
54.0,0,5,2,2679.0,28,42,10,1,5.0,23,0,75012,42,1
57.0,0,7,2,1955.0,2,48,10,0,5.0,26,0,3910,67,1
61.0,0,4,2,2696.0,13,10,3,2,1.0,21,2,35048,27,0
51.0,0,6,0,628.0,51,32,8,0,5.0,6,1,32028,67,0
37.0,1,1,1,3628.0,20,35,2,0,1.0,6,1,72560,90,0
31.0,1,3,1,3273.0,17,45,3,1,5.0,19,0,55641,53,1
44.0,1,3,2,1823.0,18,65,1,1,1.0,25,2,32814,26,1
62.0,1,2,1,4289.0,20,59,10,1,1.0,8,0,85780,5,1
18.0,1,6,2,2801.0,17,41,3,1,5.0,10,2,47617,56,0
38.0,0,6,0,1087.0,35,26,2,1,3.0,12,2,38045,60,0
24.0,0,3,0,826.0,47,26,7,0,5.0,20,2,38822,78,0
21.0,0,0,0,1373.0,23,15,1,0,4.0,12,2,31579,8,0
58.0,0,1,0,646.0,48,46,8,1,3.0,3,2,31008,15,0
52.0,1,7,0,1396.0,37,67,7,0,3.0,7,2,51652,63,0
53.0,0,4,2,2035.0,34,4,2,2,2.0,24,0,69190,49,1
40.0,0,5,2,2771.0,53,23,4,0,5.0,29,0,146863,41,0
23.0,1,0,1,4673.0,37,40,6,1,5.0,28,2,172901,84,1
20.0,1,2,2,1841.0,51,47,3,2,4.0,11,1,93891,38,0
53.0,0,3,1,4988.0,47,13,6,1,2.0,17,2,234436,30,1
54.0,1,2,2,2635.0,25,27,2,2,1.0,29,2,65875,47,1
53.0,0,2,1,5551.0,39,22,4,1,5.0,7,0,216489,16,0
48.0,1,6,2,2725.0,42,32,10,1,2.0,30,0,114450,9,1
34.0,0,3,0,979.0,11,10,5,2,1.0,16,0,10769,68,1
65.0,1,1,1,4134.0,52,25,10,2,5.0,4,0,214968,65,0
42.0,0,1,1,4104.0,51,66,7,1,3.0,5,2,209304,1,0
64.0,0,4,2,2901.0,23,39,8,0,1.0,1,0,66723,41,1
46.0,1,4,0,640.0,9,70,5,1,4.0,19,1,5760,3,0
34.0,1,2,2,2599.0,49,47,6,0,1.0,16,2,127351,67,1
43.0,0,4,0,599.0,15,32,3,0,2.0,16,1,8985,83,1
60.0,0,6,0,918.0,52,78,9,2,1.0,13,2,47736,34,0
21.0,0,5,0,814.0,24,29,2,0,1.0,0,2,19536,49,0
57.0,0,2,1,5240.0,19,69,10,2,5.0,15,0,99560,64,0
52.0,1,2,2,2284.0,19,80,10,1,3.0,9,1,42085,89,1
42.0,1,5,2,1951.0,31,44,6,2,2.0,23,0,60481,22,1
54.0,1,3,2,2018.0,8,78,7,2,3.0,17,1,16144,16,0
36.0,0,2,0,709.0,51,80,7,1,4.0,0,0,36159,12,0
28.0,0,6,1,3139.0,5,17,5,0,1.0,4,2,15695,57,1
45.0,0,2,0,568.0,14,59,0,1,2.0,15,1,7952,19,0
39.0,1,4,2,2973.0,5,47,6,1,4.0,0,1,14865,13,1
37.0,0,5,0,890.0,54,79,6,0,3.0,21,2,48060,20,0
46.0,1,1,1,5385.0,24,63,9,2,1.0,24,0,129240,8,1
43.0,1,0,2,1701.0,29,17,1,2,2.0,4,1,49329,28,0
58.0,1,2,0,581.0,5,41,0,2,3.0,16,1,2905,76,1
24.0,0,0,2,1886.0,59,10,1,1,1.0,2,1,111274,80,1
19.0,0,7,1,5633.0,60,38,5,0,2.0,10,1,337980,55,0
56.0,1,6,0,1168.0,27,20,10,1,1.0,21,1,31536,20,1
61.0,1,5,2,2095.0,19,66,4,0,2.0,21,1,39805,67,1
23.0,0,6,2,2806.0,15,10,8,2,1.0,15,2,42090,70,1
58.0,1,0,2,1599.0,59,59,1,0,5.0,3,2,94341,65,0
36.0,1,6,2,1765.0,26,53,10,1,3.0,15,1,45890,21,0
39.0,0,0,1,2284.0,36,30,8,0,5.0,27,2,129924,65,0
62.0,0,7,2,2530.0,4,49,8,2,4.0,18,1,10120,1,1
27.0,0,4,0,572.0,36,46,9,0,1.0,9,0,20592,27,1
52.0,1,3,1,4364.0,52,25,3,2,5.0,26,2,226928,73,0
44.0,1,6,2,2414.0,26,17,10,0,1.0,8,0,62764,42,1
37.0,0,6,0,1179.0,45,39,0,0,5.0,22,1,53055,52,0
64.0,1,0,1,5040.0,33,69,10,1,2.0,7,2,166320,75,1
20.0,0,5,0,660.0,58,75,1,2,2.0,17,2,38280,38,0
36.0,0,5,1,5366.0,36,77,7,0,3.0,9,2,193176,65,0
44.0,0,3,2,2190.0,46,73,5,0,3.0,24,2,100740,39,0
45.0,1,2,0,1193.0,33,37,8,0,2.0,23,2,39369,59,1
38.0,0,1,1,3444.0,2,58,10,0,3.0,27,0,6888,40,1
53.0,0,4,2,2775.0,50,37,1,1,2.0,30,0,138750,22,1
28.0,1,0,0,684.0,58,77,3,0,5.0,10,2,39672,54,0
41.0,1,6,2,2487.0,4,79,0,2,3.0,13,1,9948,38,0
18.0,1,4,0,537.0,38,29,4,2,1.0,9,0,20406,21,0
24.0,0,5,0,1120.0,3,47,3,1,3.0,2,2,3360,68,0
22.0,1,4,2,1695.0,1,12,10,2,2.0,22,1,1695,25,1
38.0,1,6,2,1551.0,58,25,6,2,5.0,3,0,89958,49,1
59.0,0,6,2,2306.0,58,80,0,1,1.0,20,1,133748,61,1
26.0,1,2,0,608.0,6,35,6,2,1.0,21,2,3648,5,1
59.0,1,1,1,5512.0,23,76,6,1,3.0,29,2,126776,57,1
39.0,1,1,2,2808.0,9,37,6,0,5.0,13,1,25272,23,0
62.0,0,7,2,2770.0,17,66,4,0,4.0,17,0,47090,22,0
50.0,1,5,2,2220.0,30,32,9,1,3.0,13,2,66600,10,0
64.0,1,6,1,3114.0,60,36,1,2,1.0,9,1,186840,28,0
28.0,1,7,0,1178.0,14,47,5,2,3.0,21,2,16492,15,0
45.0,1,2,1,5410.0,24,9,0,1,1.0,18,1,129840,67,1
27.0,0,7,2,1674.0,40,65,1,1,2.0,18,1,66960,13,1
18.0,0,4,1,3092.0,34,48,0,2,5.0,28,2,105128,29,0
56.0,0,2,2,2805.0,24,17,6,2,3.0,4,1,67320,26,0
20.0,1,0,1,4337.0,7,49,6,0,5.0,0,0,30359,62,0
34.0,1,4,0,1036.0,43,3,4,1,3.0,25,1,44548,16,0
42.0,1,1,2,2167.0,54,73,7,0,1.0,28,0,117018,86,1
33.0,0,5,1,5546.0,41,51,5,1,1.0,6,2,227386,78,1
46.0,0,5,0,1158.0,19,66,8,2,5.0,14,2,22002,3,0
28.0,1,1,2,2441.0,53,30,8,2,2.0,18,0,129373,48,1
19.0,1,4,2,2033.0,32,6,8,0,4.0,14,0,65056,57,0
62.0,0,3,2,2333.0,18,77,5,1,4.0,28,0,41994,67,1
36.0,0,6,2,1705.0,3,64,7,0,3.0,22,1,5115,62,1
21.0,0,6,2,2342.0,59,30,10,1,2.0,29,0,138178,49,1
26.0,1,7,2,2170.0,28,61,7,1,1.0,3,1,60760,8,1
26.0,1,0,0,813.0,58,45,6,2,2.0,19,2,47154,81,1
52.0,0,2,1,4234.0,37,64,10,1,4.0,8,1,156658,6,0
46.0,0,3,1,5448.0,58,16,6,2,3.0,20,2,315984,64,1
43.0,1,5,0,2284.0,36,62,9,0,4.0,9,2,35604,61,0
30.0,1,0,0,553.0,11,16,7,2,3.0,24,1,6083,40,0
62.0,0,2,2,1885.0,59,76,9,1,4.0,10,0,111215,79,1
33.0,1,4,1,5561.0,17,50,2,0,2.0,22,2,94537,18,0
49.0,0,1,1,3383.0,49,62,5,1,1.0,14,0,165767,67,1
55.0,1,3,1,5108.0,3,1,4,2,2.0,13,2,15324,13,0
44.0,0,1,2,2402.0,36,22,9,0,5.0,14,1,86472,79,0
21.0,0,0,1,4814.0,32,70,7,0,4.0,25,0,154048,84,1
29.0,1,5,0,1039.0,33,8,0,2,5.0,30,2,34287,22,0
23.0,1,1,0,1107.0,21,35,4,1,4.0,23,2,23247,46,0
65.0,0,7,1,4240.0,6,56,10,2,5.0,6,1,25440,77,1
55.0,1,0,1,5378.0,18,54,5,2,3.0,19,1,96804,12,0
60.0,0,2,1,4114.0,31,61,9,1,3.0,12,1,127534,35,0
48.0,0,4,2,2923.0,15,13,0,2,3.0,19,1,43845,75,0
38.0,1,2,1,3949.0,51,75,4,2,3.0,21,2,201399,38,0
48.0,0,2,1,3919.0,14,49,3,2,3.0,25,0,54866,3,0
33.0,0,7,2,2648.0,5,10,2,2,1.0,3,1,13240,61,1
46.0,0,4,1,5730.0,19,66,9,0,3.0,10,0,108870,25,0
37.0,0,4,1,5258.0,48,24,10,1,2.0,22,0,252384,28,1
22.0,1,6,0,1400.0,59,51,4,1,4.0,17,0,82600,4,0
59.0,0,6,0,1177.0,20,25,10,2,3.0,28,0,23540,18,1
44.0,1,0,0,1193.0,55,75,4,2,4.0,4,0,65615,87,0
58.0,0,0,0,1010.0,59,54,9,2,3.0,0,2,59590,64,0
24.0,1,3,2,1692.0,4,15,7,0,4.0,21,1,6768,86,1
64.0,1,5,1,3092.0,17,46,1,1,4.0,17,2,52564,33,0
60.0,1,3,0,1279.0,15,40,5,2,4.0,29,0,19185,38,0
20.0,1,7,1,3089.0,28,13,1,0,5.0,16,1,86492,66,0
53.0,1,3,1,4610.0,54,72,7,2,3.0,21,0,248940,20,1
25.0,0,1,2,1795.0,29,30,0,1,4.0,19,0,52055,55,1
33.0,0,2,1,3829.0,46,7,10,1,3.0,20,0,176134,87,1
41.0,0,4,2,2430.0,9,51,3,1,5.0,9,1,21870,81,0
64.0,1,1,0,1130.0,31,57,7,0,5.0,29,2,35030,20,0
56.0,1,1,2,2791.0,53,49,0,2,2.0,29,2,147923,29,0
36.0,1,1,2,2621.0,46,50,6,0,4.0,25,2,120566,34,0
37.0,0,7,0,857.0,50,10,3,1,5.0,19,0,42850,3,0
54.0,1,5,2,2083.0,57,40,7,2,3.0,13,1,118731,64,0
25.0,1,7,2,2361.0,29,56,9,0,4.0,16,0,68469,36,0
30.0,1,0,1,3035.0,32,26,5,1,4.0,30,2,97120,82,0
55.0,0,7,1,5837.0,24,2,6,0,3.0,27,2,140088,46,0
49.0,1,5,2,1691.0,5,10,7,0,3.0,11,0,8455,60,1
40.0,1,6,2,2588.0,17,57,6,1,2.0,20,0,43996,56,1
51.0,0,2,1,5837.0,9,13,8,1,2.0,18,1,52533,76,1
57.0,0,1,2,2922.0,17,15,6,0,5.0,16,1,49674,32,0
26.0,0,1,2,2159.0,40,77,8,1,3.0,11,0,86360,38,0
36.0,1,3,2,2850.0,60,48,1,1,4.0,26,0,171000,89,1
49.0,1,5,1,4932.0,40,6,2,2,5.0,24,2,197280,60,0
43.0,0,5,1,4630.0,14,54,3,2,4.0,6,0,64820,72,0
42.0,1,0,0,1171.0,13,59,5,2,4.0,20,0,15223,67,1
45.0,1,1,1,4260.0,3,80,5,2,5.0,5,1,12780,72,0
25.0,1,0,1,5053.0,57,78,2,2,2.0,2,2,288021,59,0
29.0,1,3,0,1326.0,49,31,4,1,4.0,24,1,64974,41,0
48.0,1,6,1,5809.0,21,22,3,0,5.0,12,0,121989,42,0
37.0,0,1,0,1216.0,52,54,3,1,1.0,0,2,63232,15,0
30.0,1,3,0,1419.0,17,58,7,2,2.0,26,1,24123,23,1
63.0,0,1,2,1814.0,8,59,6,1,5.0,16,2,14512,28,0
42.0,0,2,0,1386.0,16,2,5,2,2.0,30,1,22176,17,1
47.0,0,2,2,1512.0,39,13,10,0,5.0,29,2,58968,21,0
65.0,1,6,2,2348.0,55,40,2,0,4.0,14,1,129140,73,0
27.0,1,6,1,5526.0,44,53,6,1,4.0,29,1,243144,33,0
26.0,1,0,0,866.0,54,1,2,0,3.0,1,2,46764,80,0
26.0,1,7,1,4806.0,32,12,0,0,5.0,13,0,153792,57,0
25.0,1,3,0,1166.0,8,62,0,1,3.0,7,1,9328,42,0
28.0,0,5,0,1182.0,39,17,0,1,2.0,28,0,46098,85,1
38.0,0,7,2,2930.0,40,56,5,1,2.0,5,1,117200,37,0
62.0,0,0,0,1321.0,51,72,8,0,1.0,2,1,67371,11,0
41.0,1,3,0,648.0,49,66,7,1,3.0,6,2,31752,28,0
34.0,1,5,0,646.0,6,56,5,2,4.0,1,1,3876,38,0
54.0,0,4,0,743.0,51,68,5,0,2.0,16,1,37893,43,0
53.0,1,4,0,768.0,58,52,9,2,1.0,8,2,44544,60,1
63.0,0,7,2,2709.0,19,56,10,2,3.0,0,2,51471,42,0
35.0,0,7,1,5656.0,48,63,7,0,2.0,3,0,271488,38,1
61.0,1,3,2,1636.0,27,16,7,1,4.0,30,0,44172,88,1
31.0,0,3,2,2036.0,45,34,2,1,2.0,23,2,91620,73,1
43.0,0,0,0,1459.0,20,10,2,1,3.0,23,2,29180,5,0
20.0,1,5,2,2806.0,58,80,0,1,3.0,11,0,162748,53,0
61.0,0,2,0,1186.0,26,34,6,1,2.0,19,2,30836,12,1
40.0,0,4,2,1586.0,4,48,6,0,1.0,21,0,6344,89,1
19.0,1,1,1,3148.0,30,49,3,2,5.0,29,0,94440,38,0
32.0,1,5,1,3249.0,58,52,8,1,5.0,23,0,188442,5,1
23.0,0,0,2,2374.0,49,47,6,2,4.0,26,2,116326,18,0
38.0,0,4,2,2238.0,28,23,2,2,2.0,9,0,62664,89,1
25.0,1,7,0,702.0,55,61,4,0,2.0,12,0,38610,53,1
54.0,1,2,0,942.0,56,69,8,2,3.0,15,1,52752,2,0
18.0,0,5,0,1199.0,40,51,10,0,4.0,11,1,47960,76,0
56.0,1,6,2,2216.0,26,72,5,2,4.0,25,1,57616,73,0
56.0,1,2,0,1197.0,31,56,1,0,4.0,24,1,37107,76,0
18.0,1,7,2,1777.0,55,40,4,1,1.0,0,0,97735,63,1
59.0,1,4,2,2949.0,54,21,0,0,3.0,12,0,159246,80,0
25.0,0,0,0,1284.0,47,17,5,1,2.0,12,1,60348,17,0
55.0,0,7,0,995.0,17,78,5,2,3.0,13,0,16915,14,0
64.0,1,2,0,944.0,8,15,5,1,5.0,26,0,7552,13,0
48.0,1,7,2,2515.0,53,35,5,2,5.0,21,2,133295,58,0
40.0,1,0,0,1429.0,25,26,4,1,2.0,19,0,35725,6,1
23.0,1,6,0,947.0,59,18,3,1,1.0,24,1,55873,14,1
31.0,1,3,2,2402.0,13,44,6,1,3.0,30,0,31226,35,1
34.0,0,5,2,1621.0,35,48,7,1,5.0,28,1,56735,17,1
24.0,0,1,2,2573.0,43,65,2,1,4.0,12,0,110639,70,0
31.0,0,0,2,2379.0,37,79,3,1,3.0,15,0,88023,16,0
21.0,1,0,2,2357.0,45,28,1,2,3.0,21,2,106065,8,0
41.0,0,3,0,670.0,15,31,8,2,5.0,1,1,10050,8,0
24.0,1,5,0,1375.0,56,57,2,0,2.0,5,2,77000,18,0
22.0,1,3,2,2232.0,53,39,1,0,3.0,29,1,118296,45,0
40.0,0,6,2,1849.0,5,6,7,0,2.0,28,2,9245,4,1
46.0,0,5,2,1505.0,23,32,9,1,2.0,14,0,34615,40,1
49.0,0,7,0,1240.0,9,74,3,2,3.0,30,0,11160,67,1
59.0,0,4,1,3810.0,11,17,3,1,4.0,16,0,41910,41,0
36.0,1,7,1,5463.0,5,70,2,1,1.0,19,1,27315,22,1
65.0,1,7,1,3778.0,55,77,10,2,3.0,2,1,207790,9,1
29.0,1,1,0,769.0,23,18,0,0,3.0,8,1,17687,73,0
40.0,0,3,1,4106.0,10,47,4,0,4.0,22,1,41060,30,0
42.0,1,7,2,2760.0,28,25,9,0,2.0,24,1,77280,58,1
47.0,1,6,0,1138.0,55,41,8,1,3.0,19,0,62590,48,1
51.0,1,7,0,598.0,10,75,10,0,5.0,20,1,5980,86,1
62.0,1,4,1,5550.0,7,64,1,1,4.0,24,0,38850,42,0
35.0,0,1,2,2518.0,54,75,0,1,3.0,17,0,135972,59,1
