Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Last_Activity_Date,Satisfaction_Score,Payment_Delay,Contract_Length,Total_Spending,Days_Since_Last_Activity,Churn_Status
CUST0487,38.0,Female,Multan,Standard,2478.0,20,12,4,Medium,2026-05-12,2.0,16,Quarterly,49560,48,Yes
CUST0488,56.0,Female,Karachi,Premium,4023.0,28,41,2,High,2026-04-19,2.0,13,Yearly,112644,71,No
CUST0489,58.0,Male,Multan,Basic,709.0,13,13,3,Low,2026-06-20,2.0,15,Yearly,9217,9,No
CUST0490,26.0,Female,Islamabad,Premium,4482.0,38,54,7,Low,2026-04-03,1.0,3,Monthly,170316,87,Yes
CUST0491,62.0,Male,Faisalabad,Standard,,45,9,7,High,2026-06-26,4.0,17,Yearly,74745,3,No
CUST0492,45.0,Female,Peshawar,Basic,1439.0,6,21,7,Low,2026-06-08,1.0,3,Quarterly,8634,21,Yes
CUST0493,60.0,Female,Islamabad,Standard,2836.0,35,49,5,Low,2026-05-16,2.0,20,Yearly,99260,44,Yes
CUST0494,64.0,Male,Lahore,Premium,3557.0,53,13,4,Medium,2026-04-09,2.0,21,Yearly,188521,81,Yes
CUST0495,53.0,Male,Rawalpindi,Basic,637.0,14,35,8,Low,2026-06-12,3.0,14,Monthly,8918,17,No
CUST0496,29.0,Male,Quetta,Premium,3883.0,54,24,10,High,2026-04-30,1.0,3,Yearly,209682,60,Yes
CUST0497,43.0,Male,Rawalpindi,Premium,3118.0,38,28,0,Low,2026-04-14,4.0,25,Quarterly,118484,76,No
CUST0498,44.0,Female,Rawalpindi,Premium,4705.0,54,59,8,Low,2026-06-23,2.0,4,Monthly,254070,6,Yes
CUST0499,24.0,Male,Faisalabad,Basic,1235.0,32,25,0,High,2026-05-03,2.0,6,Yearly,39520,57,No
CUST0500,29.0,Female,Multan,Basic,1219.0,16,43,4,Medium,2026-06-22,4.0,12,Monthly,19504,7,No
CUST0501,53.0,Male,Peshawar,Standard,1806.0,47,73,10,Medium,2026-04-01,1.0,22,Monthly,84882,89,Yes
CUST0502,25.0,Male,Peshawar,Premium,4082.0,45,4,7,Medium,2026-05-31,3.0,28,Monthly,183690,29,Yes
CUST0503,51.0,Female,Peshawar,Premium,5459.0,34,77,6,Medium,2026-06-25,4.0,25,Yearly,185606,4,No
CUST0504,43.0,Female,Peshawar,Basic,892.0,40,5,7,Medium,2026-04-15,4.0,17,Quarterly,35680,75,Yes
CUST0505,32.0,Male,Quetta,Basic,1039.0,32,22,8,Low,2026-03-31,1.0,26,Quarterly,33248,90,Yes
CUST0506,61.0,Male,Quetta,Basic,861.0,7,57,9,High,2026-05-15,1.0,9,Quarterly,6027,45,No
CUST0507,36.0,Female,Islamabad,Standard,1960.0,11,53,7,Low,2026-06-01,4.0,14,Quarterly,21560,28,No
CUST0508,28.0,Male,Multan,Premium,4072.0,43,47,3,Low,2026-05-13,4.0,24,Quarterly,175096,47,No
CUST0509,48.0,Female,Karachi,Premium,3685.0,41,26,0,High,2026-04-06,2.0,4,Monthly,151085,84,Yes
CUST0510,58.0,Male,Faisalabad,Standard,1747.0,11,54,0,High,2026-06-02,2.0,5,Yearly,19217,27,No
CUST0511,51.0,Male,Karachi,Basic,1235.0,15,61,9,High,2026-04-21,5.0,13,Yearly,18525,69,No
CUST0512,23.0,Male,Quetta,Basic,1073.0,38,62,1,Medium,2026-06-16,2.0,13,Quarterly,40774,13,No
CUST0513,48.0,Male,Rawalpindi,Basic,502.0,30,6,7,High,2026-05-27,4.0,12,Monthly,15060,33,No
CUST0514,34.0,Female,Rawalpindi,Premium,5378.0,48,77,1,High,2026-06-01,3.0,30,Yearly,258144,28,No
CUST0515,61.0,Male,Peshawar,Basic,1180.0,6,16,3,High,2026-05-12,3.0,27,Quarterly,7080,48,Yes
CUST0516,43.0,Female,Peshawar,Standard,2855.0,57,11,4,High,2026-06-10,1.0,17,Yearly,162735,19,No
CUST0517,40.0,Female,Faisalabad,Standard,2369.0,55,26,5,Medium,2026-05-31,4.0,11,Yearly,130295,29,No
CUST0518,51.0,Female,Quetta,Basic,1118.0,17,43,4,High,2026-06-21,2.0,1,Quarterly,19006,8,No
CUST0519,30.0,Female,Rawalpindi,Standard,1507.0,42,65,10,Medium,2026-04-06,1.0,26,Quarterly,63294,84,Yes
CUST0520,41.0,Male,Rawalpindi,Premium,4877.0,50,44,8,Low,2026-05-24,5.0,9,Monthly,243850,36,No
CUST0521,54.0,Female,Peshawar,Standard,2679.0,28,42,10,Low,2026-05-18,5.0,23,Monthly,75012,42,Yes
CUST0522,57.0,Female,Rawalpindi,Standard,1955.0,2,48,10,High,2026-04-23,5.0,26,Monthly,3910,67,Yes
CUST0523,61.0,Female,Multan,Standard,2696.0,13,10,3,Medium,2026-06-02,1.0,21,Yearly,35048,27,No
CUST0524,51.0,Female,Quetta,Basic,628.0,51,32,8,High,2026-04-23,5.0,6,Quarterly,32028,67,No
CUST0525,37.0,Male,Islamabad,Premium,3628.0,20,35,2,High,2026-03-31,1.0,6,Quarterly,72560,90,No
CUST0526,31.0,Male,Lahore,Premium,3273.0,17,45,3,Low,2026-05-07,5.0,19,Monthly,55641,53,Yes
CUST0527,44.0,Male,Lahore,Standard,1823.0,18,65,1,Low,2026-06-03,1.0,25,Yearly,32814,26,Yes
CUST0528,62.0,Male,Karachi,Premium,4289.0,20,59,10,Low,2026-06-24,1.0,8,Monthly,85780,5,Yes
CUST0529,18.0,Male,Quetta,Standard,2801.0,17,41,3,Low,2026-05-04,5.0,10,Yearly,47617,56,No
CUST0530,38.0,Female,Quetta,Basic,1087.0,35,26,2,Low,2026-04-30,3.0,12,Yearly,38045,60,No
CUST0531,24.0,Female,Lahore,Basic,826.0,47,26,7,High,2026-04-12,5.0,20,Yearly,38822,78,No
CUST0532,21.0,Female,Faisalabad,Basic,1373.0,23,15,1,High,2026-06-21,4.0,12,Yearly,31579,8,No
CUST0533,58.0,Female,Islamabad,Basic,646.0,48,46,8,Low,2026-06-14,3.0,3,Yearly,31008,15,No
CUST0534,52.0,Male,Rawalpindi,Basic,1396.0,37,67,7,High,2026-04-27,3.0,7,Yearly,51652,63,No
CUST0535,53.0,Female,Multan,Standard,2035.0,34,4,2,Medium,2026-05-11,2.0,24,Monthly,69190,49,Yes
CUST0536,40.0,Female,Peshawar,Standard,2771.0,53,23,4,High,2026-05-19,5.0,29,Monthly,146863,41,No
CUST0537,23.0,Male,Faisalabad,Premium,4673.0,37,40,6,Low,2026-04-06,5.0,28,Yearly,172901,84,Yes
CUST0538,20.0,Male,Karachi,Standard,1841.0,51,47,3,Medium,2026-05-22,4.0,11,Quarterly,93891,38,No
CUST0539,53.0,Female,Lahore,Premium,4988.0,47,13,6,Low,2026-05-30,2.0,17,Yearly,234436,30,Yes
CUST0540,54.0,Male,Karachi,Standard,2635.0,25,27,2,Medium,2026-05-13,1.0,29,Yearly,65875,47,Yes
CUST0541,53.0,Female,Karachi,Premium,5551.0,39,22,4,Low,2026-06-13,5.0,7,Monthly,216489,16,No
CUST0542,48.0,Male,Quetta,Standard,2725.0,42,32,10,Low,2026-06-20,2.0,30,Monthly,114450,9,Yes
CUST0543,34.0,Female,Lahore,Basic,979.0,11,10,5,Medium,2026-04-22,1.0,16,Monthly,10769,68,Yes
CUST0544,65.0,Male,Islamabad,Premium,4134.0,52,25,10,Medium,2026-04-25,5.0,4,Monthly,214968,65,No
CUST0545,42.0,Female,Islamabad,Premium,4104.0,51,66,7,Low,2026-06-28,3.0,5,Yearly,209304,1,No
CUST0546,64.0,Female,Multan,Standard,2901.0,23,39,8,High,2026-05-19,1.0,1,Monthly,66723,41,Yes
CUST0547,46.0,Male,Multan,Basic,640.0,9,70,5,Low,2026-06-26,4.0,19,Quarterly,5760,3,No
CUST0548,34.0,Male,Karachi,Standard,2599.0,49,47,6,High,2026-04-23,1.0,16,Yearly,127351,67,Yes
CUST0549,43.0,Female,Multan,Basic,599.0,15,32,3,High,2026-04-07,2.0,16,Quarterly,8985,83,Yes
CUST0550,60.0,Female,Quetta,Basic,918.0,52,78,9,Medium,2026-05-26,1.0,13,Yearly,47736,34,No
CUST0551,21.0,Female,Peshawar,Basic,814.0,24,29,2,High,2026-05-11,1.0,0,Yearly,19536,49,No
CUST0552,57.0,Female,Karachi,Premium,5240.0,19,69,10,Medium,2026-04-26,5.0,15,Monthly,99560,64,No
CUST0553,52.0,Male,Karachi,Standard,,19,80,10,Low,2026-04-01,3.0,9,Quarterly,42085,89,Yes
CUST0554,,Male,Peshawar,Standard,1951.0,31,44,6,Medium,2026-06-07,2.0,23,Monthly,60481,22,Yes
CUST0555,54.0,Male,Lahore,Standard,2018.0,8,78,7,Medium,2026-06-13,3.0,17,Quarterly,16144,16,No
CUST0556,36.0,Female,Karachi,Basic,709.0,51,80,7,Low,2026-06-17,4.0,0,Monthly,36159,12,No
CUST0557,28.0,Female,Quetta,Premium,3139.0,5,17,5,High,2026-05-03,1.0,4,Yearly,15695,57,Yes
CUST0558,45.0,Female,Karachi,Basic,568.0,14,59,0,Low,2026-06-10,2.0,15,Quarterly,7952,19,No
CUST0559,39.0,Male,Multan,Standard,2973.0,5,47,6,Low,2026-06-16,4.0,0,Quarterly,14865,13,Yes
CUST0560,37.0,Female,Peshawar,Basic,890.0,54,79,6,High,2026-06-09,3.0,21,Yearly,48060,20,No
CUST0561,46.0,Male,Islamabad,Premium,5385.0,24,63,9,Medium,2026-06-21,1.0,24,Monthly,129240,8,Yes
CUST0562,43.0,Male,Faisalabad,Standard,1701.0,29,17,1,Medium,2026-06-01,2.0,4,Quarterly,49329,28,No
CUST0563,58.0,Male,Karachi,Basic,581.0,5,41,0,Medium,2026-04-14,3.0,16,Quarterly,2905,76,Yes
CUST0564,24.0,Female,Faisalabad,Standard,1886.0,59,10,1,Low,2026-04-10,1.0,2,Quarterly,111274,80,Yes
CUST0565,19.0,Female,Rawalpindi,Premium,5633.0,60,38,5,High,2026-05-05,2.0,10,Quarterly,337980,55,No
CUST0566,56.0,Male,Quetta,Basic,1168.0,27,20,10,Low,2026-06-09,1.0,21,Quarterly,31536,20,Yes
CUST0567,61.0,Male,Peshawar,Standard,2095.0,19,66,4,High,2026-04-23,2.0,21,Quarterly,39805,67,Yes
CUST0568,23.0,Female,Quetta,Standard,2806.0,15,10,8,Medium,2026-04-20,1.0,15,Yearly,42090,70,Yes
CUST0569,58.0,Male,Faisalabad,Standard,1599.0,59,59,1,High,2026-04-25,5.0,3,Yearly,94341,65,No
CUST0570,36.0,Male,Quetta,Standard,1765.0,26,53,10,Low,2026-06-08,3.0,15,Quarterly,45890,21,No
CUST0571,39.0,Female,Faisalabad,Premium,,36,30,8,High,2026-04-25,5.0,27,Yearly,129924,65,No
CUST0572,62.0,Female,Rawalpindi,Standard,2530.0,4,49,8,Medium,2026-06-28,4.0,18,Quarterly,10120,1,Yes
CUST0573,27.0,Female,Multan,Basic,572.0,36,46,9,High,2026-06-02,1.0,9,Monthly,20592,27,Yes
CUST0574,52.0,Male,Lahore,Premium,4364.0,52,25,3,Medium,2026-04-17,5.0,26,Yearly,226928,73,No
CUST0575,44.0,Male,Quetta,Standard,2414.0,26,17,10,High,2026-05-18,1.0,8,Monthly,62764,42,Yes
CUST0576,37.0,Female,Quetta,Basic,1179.0,45,39,0,High,2026-05-08,5.0,22,Quarterly,53055,52,No
CUST0577,64.0,Male,Faisalabad,Premium,5040.0,33,69,10,Low,2026-04-15,2.0,7,Yearly,166320,75,Yes
CUST0578,20.0,Female,Peshawar,Basic,660.0,58,75,1,Medium,2026-05-22,2.0,17,Yearly,38280,38,No
CUST0579,36.0,Female,Peshawar,Premium,5366.0,36,77,7,High,2026-04-25,3.0,9,Yearly,193176,65,No
CUST0580,44.0,Female,Lahore,Standard,2190.0,46,73,5,High,2026-05-21,3.0,24,Yearly,100740,39,No
CUST0581,45.0,Male,Karachi,Basic,1193.0,33,37,8,High,2026-05-01,2.0,23,Yearly,39369,59,Yes
CUST0582,38.0,Female,Islamabad,Premium,3444.0,2,58,10,High,2026-05-20,3.0,27,Monthly,6888,40,Yes
CUST0583,53.0,Female,Multan,Standard,2775.0,50,37,1,Low,2026-06-07,2.0,30,Monthly,138750,22,Yes
CUST0584,28.0,Male,Faisalabad,Basic,684.0,58,77,3,High,2026-05-06,5.0,10,Yearly,39672,54,No
CUST0585,41.0,Male,Quetta,Standard,2487.0,4,79,0,Medium,2026-05-22,3.0,13,Quarterly,9948,38,No
CUST0586,18.0,Male,Multan,Basic,537.0,38,29,4,Medium,2026-06-08,1.0,9,Monthly,20406,21,No
CUST0587,24.0,Female,Peshawar,Basic,1120.0,3,47,3,Low,2026-04-22,3.0,2,Yearly,3360,68,No
CUST0588,22.0,Male,Multan,Standard,1695.0,1,12,10,Medium,2026-06-04,2.0,22,Quarterly,1695,25,Yes
CUST0589,38.0,Male,Quetta,Standard,1551.0,58,25,6,Medium,2026-05-11,5.0,3,Monthly,89958,49,Yes
CUST0590,59.0,Female,Quetta,Standard,2306.0,58,80,0,Low,2026-04-29,1.0,20,Quarterly,133748,61,Yes
CUST0591,26.0,Male,Karachi,Basic,608.0,6,35,6,Medium,2026-06-24,1.0,21,Yearly,3648,5,Yes
CUST0592,59.0,Male,Islamabad,Premium,5512.0,23,76,6,Low,2026-05-03,3.0,29,Yearly,126776,57,Yes
CUST0593,39.0,Male,Islamabad,Standard,2808.0,9,37,6,High,2026-06-06,5.0,13,Quarterly,25272,23,No
CUST0594,62.0,Female,Rawalpindi,Standard,2770.0,17,66,4,High,2026-06-07,4.0,17,Monthly,47090,22,No
CUST0595,50.0,Male,Peshawar,Standard,2220.0,30,32,9,Low,2026-06-19,3.0,13,Yearly,66600,10,No
CUST0596,64.0,Male,Quetta,Premium,3114.0,60,36,1,Medium,2026-06-01,1.0,9,Quarterly,186840,28,No
CUST0597,28.0,Male,Rawalpindi,Basic,1178.0,14,47,5,Medium,2026-06-14,3.0,21,Yearly,16492,15,No
CUST0598,45.0,Male,Karachi,Premium,5410.0,24,9,0,Low,2026-04-23,1.0,18,Quarterly,129840,67,Yes
CUST0599,27.0,Female,Rawalpindi,Standard,1674.0,40,65,1,Low,2026-06-16,2.0,18,Quarterly,66960,13,Yes
CUST0600,18.0,Female,Multan,Premium,3092.0,34,48,0,Medium,2026-05-31,5.0,28,Yearly,105128,29,No
CUST0601,56.0,Female,Karachi,Standard,2805.0,24,17,6,Medium,2026-06-03,,4,Quarterly,67320,26,No
CUST0602,20.0,Male,Faisalabad,Premium,4337.0,7,49,6,High,2026-04-28,5.0,0,Monthly,30359,62,No
CUST0603,34.0,Male,Multan,Basic,1036.0,43,3,4,Low,2026-06-13,3.0,25,Quarterly,44548,16,No
CUST0604,42.0,Male,Islamabad,Standard,2167.0,54,73,7,High,2026-04-04,1.0,28,Monthly,117018,86,Yes
CUST0605,33.0,Female,Peshawar,Premium,5546.0,41,51,5,Low,2026-04-12,1.0,6,Yearly,227386,78,Yes
CUST0606,46.0,Female,Peshawar,Basic,1158.0,19,66,8,Medium,2026-06-26,5.0,14,Yearly,22002,3,No
CUST0607,28.0,Male,Islamabad,Standard,2441.0,53,30,8,Medium,2026-05-12,2.0,18,Monthly,129373,48,Yes
CUST0608,19.0,Male,Multan,Standard,2033.0,32,6,8,High,2026-05-03,4.0,14,Monthly,65056,57,No
CUST0609,62.0,Female,Lahore,Standard,2333.0,18,77,5,Low,2026-04-23,4.0,28,Monthly,41994,67,Yes
CUST0610,36.0,Female,Quetta,Standard,1705.0,3,64,7,High,2026-04-28,3.0,22,Quarterly,5115,62,Yes
CUST0611,21.0,Female,Quetta,Standard,2342.0,59,30,10,Low,2026-05-11,2.0,29,Monthly,138178,49,Yes
CUST0612,26.0,Male,Rawalpindi,Standard,2170.0,28,61,7,Low,2026-06-21,1.0,3,Quarterly,60760,8,Yes
CUST0613,26.0,Male,Faisalabad,Basic,813.0,58,45,6,Medium,2026-04-09,2.0,19,Yearly,47154,81,Yes
CUST0614,52.0,Female,Karachi,Premium,4234.0,37,64,10,Low,2026-06-23,4.0,8,Quarterly,156658,6,No
CUST0615,46.0,Female,Lahore,Premium,5448.0,58,16,6,Medium,2026-04-26,3.0,20,Yearly,315984,64,Yes
CUST0616,43.0,Male,Peshawar,Basic,,36,62,9,High,2026-04-29,4.0,9,Yearly,35604,61,No
CUST0617,30.0,Male,Faisalabad,Basic,553.0,11,16,7,Medium,2026-05-20,3.0,24,Quarterly,6083,40,No
CUST0618,62.0,Female,Karachi,Standard,1885.0,59,76,9,Low,2026-04-11,4.0,10,Monthly,111215,79,Yes
CUST0619,33.0,Male,Multan,Premium,5561.0,17,50,2,High,2026-06-11,2.0,22,Yearly,94537,18,No
CUST0620,49.0,Female,Islamabad,Premium,3383.0,49,62,5,Low,2026-04-23,1.0,14,Monthly,165767,67,Yes
CUST0621,55.0,Male,Lahore,Premium,5108.0,3,1,4,Medium,2026-06-16,2.0,13,Yearly,15324,13,No
CUST0622,44.0,Female,Islamabad,Standard,2402.0,36,22,9,High,2026-04-11,5.0,14,Quarterly,86472,79,No
CUST0623,21.0,Female,Faisalabad,Premium,4814.0,32,70,7,High,2026-04-06,4.0,25,Monthly,154048,84,Yes
CUST0624,29.0,Male,Peshawar,Basic,1039.0,33,8,0,Medium,2026-06-07,5.0,30,Yearly,34287,22,No
CUST0625,23.0,Male,Islamabad,Basic,1107.0,21,35,4,Low,2026-05-14,4.0,23,Yearly,23247,46,No
CUST0626,65.0,Female,Rawalpindi,Premium,4240.0,6,56,10,Medium,2026-04-13,5.0,6,Quarterly,25440,77,Yes
CUST0627,55.0,Male,Faisalabad,Premium,5378.0,18,54,5,Medium,2026-06-17,3.0,19,Quarterly,96804,12,No
CUST0628,60.0,Female,Karachi,Premium,4114.0,31,61,9,Low,2026-05-25,3.0,12,Quarterly,127534,35,No
CUST0629,48.0,Female,Multan,Standard,2923.0,15,13,0,Medium,2026-04-15,3.0,19,Quarterly,43845,75,No
CUST0630,38.0,Male,Karachi,Premium,3949.0,51,75,4,Medium,2026-05-22,3.0,21,Yearly,201399,38,No
CUST0631,48.0,Female,Karachi,Premium,3919.0,14,49,3,Medium,2026-06-26,3.0,25,Monthly,54866,3,No
CUST0632,33.0,Female,Rawalpindi,Standard,2648.0,5,10,2,Medium,2026-04-29,1.0,3,Quarterly,13240,61,Yes
CUST0633,46.0,Female,Multan,Premium,5730.0,19,66,9,High,2026-06-04,,10,Monthly,108870,25,No
CUST0634,37.0,Female,Multan,Premium,5258.0,48,24,10,Low,2026-06-01,2.0,22,Monthly,252384,28,Yes
CUST0635,22.0,Male,Quetta,Basic,1400.0,59,51,4,Low,2026-06-25,4.0,17,Monthly,82600,4,No
CUST0636,59.0,Female,Quetta,Basic,1177.0,20,25,10,Medium,2026-06-11,3.0,28,Monthly,23540,18,Yes
CUST0637,44.0,Male,Faisalabad,Basic,1193.0,55,75,4,Medium,2026-04-03,4.0,4,Monthly,65615,87,No
CUST0638,58.0,Female,Faisalabad,Basic,1010.0,59,54,9,Medium,2026-04-26,3.0,0,Yearly,59590,64,No
CUST0639,24.0,Male,Lahore,Standard,1692.0,4,15,7,High,2026-04-04,4.0,21,Quarterly,6768,86,Yes
CUST0640,64.0,Male,Peshawar,Premium,3092.0,17,46,1,Low,2026-05-27,4.0,17,Yearly,52564,33,No
CUST0641,60.0,Male,Lahore,Basic,1279.0,15,40,5,Medium,2026-05-22,4.0,29,Monthly,19185,38,No
CUST0642,20.0,Male,Rawalpindi,Premium,3089.0,28,13,1,High,2026-04-24,5.0,16,Quarterly,86492,66,No
CUST0643,53.0,Male,Lahore,Premium,4610.0,54,72,7,Medium,2026-06-09,3.0,21,Monthly,248940,20,Yes
CUST0644,25.0,Female,Islamabad,Standard,1795.0,29,30,0,Low,2026-05-05,4.0,19,Monthly,52055,55,Yes
CUST0645,33.0,Female,Karachi,Premium,3829.0,46,7,10,Low,2026-04-03,3.0,20,Monthly,176134,87,Yes
CUST0646,41.0,Female,Multan,Standard,2430.0,9,51,3,Low,2026-04-09,5.0,9,Quarterly,21870,81,No
CUST0647,64.0,Male,Islamabad,Basic,1130.0,31,57,7,High,2026-06-09,5.0,29,Yearly,35030,20,No
CUST0648,56.0,Male,Islamabad,Standard,2791.0,53,49,0,Medium,2026-05-31,2.0,29,Yearly,147923,29,No
CUST0649,36.0,Male,Islamabad,Standard,2621.0,46,50,6,High,2026-05-26,4.0,25,Yearly,120566,34,No
CUST0650,37.0,Female,Rawalpindi,Basic,857.0,50,10,3,Low,2026-06-26,5.0,19,Monthly,42850,3,No
CUST0651,54.0,Male,Peshawar,Standard,2083.0,57,40,7,Medium,2026-04-26,3.0,13,Quarterly,118731,64,No
CUST0652,25.0,Male,Rawalpindi,Standard,2361.0,29,56,9,High,2026-05-24,4.0,16,Monthly,68469,36,No
CUST0653,30.0,Male,Faisalabad,Premium,3035.0,32,26,5,Low,2026-04-08,4.0,30,Yearly,97120,82,No
CUST0654,55.0,Female,Rawalpindi,Premium,5837.0,24,2,6,High,2026-05-14,3.0,27,Yearly,140088,46,No
CUST0655,49.0,Male,Peshawar,Standard,1691.0,5,10,7,High,2026-04-30,3.0,11,Monthly,8455,60,Yes
CUST0656,40.0,Male,Quetta,Standard,2588.0,17,57,6,Low,2026-05-04,2.0,20,Monthly,43996,56,Yes
CUST0657,51.0,Female,Karachi,Premium,5837.0,9,13,8,Low,2026-04-14,2.0,18,Quarterly,52533,76,Yes
CUST0658,57.0,Female,Islamabad,Standard,2922.0,17,15,6,High,2026-05-28,5.0,16,Quarterly,49674,32,No
CUST0659,26.0,Female,Islamabad,Standard,2159.0,40,77,8,Low,2026-05-22,,11,Monthly,86360,38,No
CUST0660,36.0,Male,Lahore,Standard,2850.0,60,48,1,Low,2026-04-01,4.0,26,Monthly,171000,89,Yes
CUST0661,49.0,Male,Peshawar,Premium,4932.0,40,6,2,Medium,2026-04-30,5.0,24,Yearly,197280,60,No
CUST0662,43.0,Female,Peshawar,Premium,4630.0,14,54,3,Medium,2026-04-18,4.0,6,Monthly,64820,72,No
CUST0663,42.0,Male,Faisalabad,Basic,1171.0,13,59,5,Medium,2026-04-23,4.0,20,Monthly,15223,67,Yes
CUST0664,45.0,Male,Islamabad,Premium,4260.0,3,80,5,Medium,2026-04-18,5.0,5,Quarterly,12780,72,No
CUST0665,25.0,Male,Faisalabad,Premium,5053.0,57,78,2,Medium,2026-05-01,2.0,2,Yearly,288021,59,No
CUST0666,29.0,Male,Lahore,Basic,1326.0,49,31,4,Low,2026-05-19,4.0,24,Quarterly,64974,41,No
CUST0667,48.0,Male,Quetta,Premium,5809.0,21,22,3,High,2026-05-18,5.0,12,Monthly,121989,42,No
CUST0668,37.0,Female,Islamabad,Basic,1216.0,52,54,3,Low,2026-06-14,1.0,0,Yearly,63232,15,No
CUST0669,30.0,Male,Lahore,Basic,1419.0,17,58,7,Medium,2026-06-06,2.0,26,Quarterly,24123,23,Yes
CUST0670,63.0,Female,Islamabad,Standard,1814.0,8,59,6,Low,2026-06-01,5.0,16,Yearly,14512,28,No
CUST0671,42.0,Female,Karachi,Basic,1386.0,16,2,5,Medium,2026-06-12,2.0,30,Quarterly,22176,17,Yes
CUST0672,47.0,Female,Karachi,Standard,1512.0,39,13,10,High,2026-06-08,5.0,29,Yearly,58968,21,No
CUST0673,65.0,Male,Quetta,Standard,2348.0,55,40,2,High,2026-04-17,4.0,14,Quarterly,129140,73,No
CUST0674,27.0,Male,Quetta,Premium,5526.0,44,53,6,Low,2026-05-27,4.0,29,Quarterly,243144,33,No
CUST0675,26.0,Male,Faisalabad,Basic,866.0,54,1,2,High,2026-04-10,3.0,1,Yearly,46764,80,No
CUST0676,26.0,Male,Rawalpindi,Premium,4806.0,32,12,0,High,2026-05-03,5.0,13,Monthly,153792,57,No
CUST0677,25.0,Male,Lahore,Basic,1166.0,8,62,0,Low,2026-05-18,3.0,7,Quarterly,9328,42,No
CUST0678,28.0,Female,Peshawar,Basic,1182.0,39,17,0,Low,2026-04-05,2.0,28,Monthly,46098,85,Yes
CUST0679,38.0,Female,Rawalpindi,Standard,2930.0,40,56,5,Low,2026-05-23,2.0,5,Quarterly,117200,37,No
CUST0680,62.0,Female,Faisalabad,Basic,1321.0,51,72,8,High,2026-06-18,1.0,2,Quarterly,67371,11,No
CUST0681,41.0,Male,Lahore,Basic,648.0,49,66,7,Low,2026-06-01,3.0,6,Yearly,31752,28,No
CUST0682,34.0,Male,Peshawar,Basic,646.0,6,56,5,Medium,2026-05-22,4.0,1,Quarterly,3876,38,No
CUST0683,54.0,Female,Multan,Basic,743.0,51,68,5,High,2026-05-17,2.0,16,Quarterly,37893,43,No
CUST0684,53.0,Male,Multan,Basic,768.0,58,52,9,Medium,2026-04-30,1.0,8,Yearly,44544,60,Yes
CUST0685,63.0,Female,Rawalpindi,Standard,2709.0,19,56,10,Medium,2026-05-18,,0,Yearly,51471,42,No
CUST0686,35.0,Female,Rawalpindi,Premium,5656.0,48,63,7,High,2026-05-22,2.0,3,Monthly,271488,38,Yes
CUST0687,61.0,Male,Lahore,Standard,1636.0,27,16,7,Low,2026-04-02,4.0,30,Monthly,44172,88,Yes
CUST0688,31.0,Female,Lahore,Standard,2036.0,45,34,2,Low,2026-04-17,2.0,23,Yearly,91620,73,Yes
CUST0689,43.0,Female,Faisalabad,Basic,1459.0,20,10,2,Low,2026-06-24,3.0,23,Yearly,29180,5,No
CUST0690,20.0,Male,Peshawar,Standard,2806.0,58,80,0,Low,2026-05-07,3.0,11,Monthly,162748,53,No
CUST0691,61.0,Female,Karachi,Basic,1186.0,26,34,6,Low,2026-06-17,2.0,19,Yearly,30836,12,Yes
CUST0692,40.0,Female,Multan,Standard,1586.0,4,48,6,High,2026-04-01,1.0,21,Monthly,6344,89,Yes
CUST0693,19.0,Male,Islamabad,Premium,3148.0,30,49,3,Medium,2026-05-22,5.0,29,Monthly,94440,38,No
CUST0694,32.0,Male,Peshawar,Premium,3249.0,58,52,8,Low,2026-06-24,5.0,23,Monthly,188442,5,Yes
CUST0695,23.0,Female,Faisalabad,Standard,2374.0,49,47,6,Medium,2026-06-11,4.0,26,Yearly,116326,18,No
CUST0696,38.0,Female,Multan,Standard,2238.0,28,23,2,Medium,2026-04-01,2.0,9,Monthly,62664,89,Yes
CUST0697,25.0,Male,Rawalpindi,Basic,702.0,55,61,4,High,2026-05-07,2.0,12,Monthly,38610,53,Yes
CUST0698,54.0,Male,Karachi,Basic,942.0,56,69,8,Medium,2026-06-27,3.0,15,Quarterly,52752,2,No
CUST0699,18.0,Female,Peshawar,Basic,1199.0,40,51,10,High,2026-04-14,4.0,11,Quarterly,47960,76,No
CUST0700,56.0,Male,Quetta,Standard,2216.0,26,72,5,Medium,2026-04-17,4.0,25,Quarterly,57616,73,No
CUST0701,56.0,Male,Karachi,Basic,1197.0,31,56,1,High,2026-04-14,4.0,24,Quarterly,37107,76,No
CUST0702,18.0,Male,Rawalpindi,Standard,1777.0,55,40,4,Low,2026-04-27,1.0,0,Monthly,97735,63,Yes
CUST0703,59.0,Male,Multan,Standard,2949.0,54,21,0,High,2026-04-10,3.0,12,Monthly,159246,80,No
CUST0704,25.0,Female,Faisalabad,Basic,1284.0,47,17,5,Low,2026-06-12,2.0,12,Quarterly,60348,17,No
CUST0705,55.0,Female,Rawalpindi,Basic,995.0,17,78,5,Medium,2026-06-15,3.0,13,Monthly,16915,14,No
CUST0706,64.0,Male,Karachi,Basic,944.0,8,15,5,Low,2026-06-16,5.0,26,Monthly,7552,13,No
CUST0707,48.0,Male,Rawalpindi,Standard,2515.0,53,35,5,Medium,2026-05-02,5.0,21,Yearly,133295,58,No
